track_id,track_name,artist_name,year,popularity,album_name,language,tempo,danceability,energy,valence,acousticness,liveness,speechiness,instrumentalness,duration_ms
6wtgR5ZVbOZPHIeMNQwugp,Adore U,SEVENTEEN,2015,63,SEVENTEEN 1st Mini Album '17 CARAT',Unknown,203.802,0.533,0.851,0.77,0.00281,0.14,0.201,1.57e-06,186650.0
5rIsrawNyPv1q8v11iwJsh,Mansae,SEVENTEEN,2015,63,SEVENTEEN 2nd Mini Album 'BOYS BE',Unknown,111.96,0.749,0.955,0.761,0.0547,0.112,0.0867,0.0,186875.0
0udoMICxzaUbNUT8EVRq8B,Elastic Heart - Piano Version,Sia,2015,63,1000 Forms Of Fear (Deluxe Version),English,71.021,0.44,0.306,0.25,0.903,0.0888,0.0377,0.0,250133.0
2IjyFRCRn8x1bEquOM3vxg,Purpose,Justin Bieber,2015,63,Purpose (Deluxe),English,130.021,0.481,0.285,0.316,0.9,0.123,0.0424,0.0,210160.0
4HDzsx1dJKbuL0YkffBuBm,Thodu Vaanam,"Harris Jayaraj, Hariharan, Shakthisree Gopalan",2014,63,Anegan (Original Motion Picture Soundtrack),Tamil,136.899,0.628,0.551,0.385,0.394,0.178,0.0612,0.0,315213.0
3ctaMit7CuiHIPVYrRvm15,Raat Bhar,"Arijit Singh, Shreya Ghoshal",2014,63,Heropanti,Hindi,129.969,0.619,0.88,0.392,0.0173,0.166,0.0535,0.00104,325582.0
4GKk1uNzpxIptBuaY97Dkj,Midnight,Coldplay,2014,63,Ghost Stories,English,126.974,0.548,0.475,0.0349,0.615,0.0944,0.0355,0.808,294667.0
0F3Dpp18yIxIm7XRmn0LBj,Spine Breaker,BTS,2014,63,Skool Luv Affair,Korean,93.989,0.679,0.927,0.861,0.164,0.437,0.15,0.0,238530.0
29SjtKzBoJDgyIBusHylIS,War of Hormone,BTS,2014,63,Dark & Wild,Korean,98.004,0.612,0.993,0.488,0.116,0.307,0.24,0.0,265602.0
5JCDVLwteSXuwVqjCa7SwH,O Rangrez,"Shankar-Ehsaan-Loy, Shreya Ghoshal, Javed Bashir, Yusuf Mohammed, Vajid Ali",2013,63,Bhaag Milkha Bhaag (Original Motion Picture Soundtrack),Unknown,126.06,0.726,0.53,0.594,0.498,0.14,0.0531,0.0,385000.0
6nIE1oCE4udqMGv3bqVNVb,Half a Heart,One Direction,2013,63,Midnight Memories (Deluxe),English,155.954,0.515,0.714,0.495,0.286,0.118,0.0348,0.0,188547.0
5pAo2q7eVt65OSkwYgqhHl,Daaru Desi,"Benny Dayal, Shalmali Kholgade, Pritam",2012,63,Cocktail (Original Motion Picture Soundtrack),Hindi,94.014,0.703,0.781,0.679,0.194,0.0928,0.0468,0.000368,269200.0
4GF00uRxC4ECrxNEbnapqf,Rock Me,One Direction,2012,63,Take Me Home (Expanded Edition),English,168.021,0.506,0.909,0.814,0.0261,0.155,0.0528,0.0,200267.0
1I93YiKgu2P5pwprWmziPI,Up All Night,One Direction,2012,63,Up All Night,English,139.022,0.606,0.929,0.622,0.023,0.101,0.055,0.0,194693.0
0KqlLyIGuBZWqzNwP9rypc,Last First Kiss,One Direction,2012,63,Take Me Home (Expanded Edition),English,82.085,0.538,0.819,0.478,0.0445,0.215,0.0435,0.0,203547.0
3jJ5NJ3aNWvV70Rd7hgZIH,Gotta Be You,One Direction,2012,63,Up All Night,English,84.969,0.495,0.583,0.603,0.374,0.0781,0.0249,0.0,244507.0
6l3vk93IWfe0wq396JTCM6,Over Again,One Direction,2012,63,Take Me Home (Expanded Edition),English,72.595,0.373,0.575,0.5,0.302,0.125,0.0915,0.0,182040.0
0UAB340gAcSMk3r0a8PTag,More Than This,One Direction,2012,63,Up All Night,English,151.809,0.498,0.715,0.225,0.0607,0.274,0.0315,0.0,229107.0
0qJWmTaT1qvCq0brgx8k2P,Nobody's Business,"Rihanna, Chris Brown",2012,63,Unapologetic (Deluxe),English,109.233,0.741,0.6,0.515,0.0362,0.0562,0.0412,0.0,216293.0
2VGs7EmaIxq96Wcog6DQOc,Why This Kolaveri Di? - The Soup of Love,"Anirudh Ravichander, Dhanush",2011,63,Why This Kolaveri Di? (The Soup of Love),Tamil,140.013,0.82,0.785,0.894,0.59,0.372,0.158,1.79e-05,259293.0
1dmTEETgoWQVeNZb1g8dZc,Yamma Yamma,"Harris Jayaraj, S. P. Balasubrahmanyam",2011,63,7 Aum Arivu (Original Motion Picture Soundtrack),Tamil,88.809,0.581,0.431,0.446,0.699,0.134,0.0353,4.65e-05,366507.0
4RyjMERDcCJHTkFpXzgUw4,Don't You Remember,Adele,2011,63,21,English,115.025,0.644,0.4,0.227,0.214,0.0866,0.0304,0.0,243200.0
3TAhWtQnpoL5Vl9VQPl9fU,Senorita,"Farhan Akhtar, Hrithik Roshan, Abhay Deol, Maria Del Mar Fernandez",2011,63,Zindagi Na Milegi Dobara,Unknown,122.539,0.701,0.681,0.81,0.134,0.064,0.0466,0.0,229576.0
5jXrULyYKHjkAMk4TXZFoG,Kaadhal Endral,Yuvan Shankar Raja,2010,63,Goa (Original Motion Picture Soundtrack),Tamil,129.932,0.638,0.324,0.446,0.923,0.151,0.0321,3.35e-05,87133.0
3FRLxtpSk9BxxnxdS6I4jq,Iragai Poley,"Yuvan Shankar Raja, Tanvi Shah",2010,63,Naan Mahaan Alla (Original Motion Picture Soundtrack),Tamil,115.004,0.875,0.539,0.305,0.0586,0.116,0.0367,0.0047,317739.0
3l7JaDIJmWMpvcJqhTJjrk,Hosanna,"A.R. Rahman, Vijay Prakash, Suzanne D'Mello, Blaaze",2010,63,Vinnathaandi Varuvaayaa (Original Motion Picture Soundtrack),Unknown,86.051,0.582,0.812,0.7,0.166,0.0407,0.0418,0.00162,330547.0
3ZtbfxTZeYuMXqNL9FNSSG,Thanjavoor Jilla Kaari,"Mani Sharma, Hemachandra Vedala, Saindhavi",2010,63,Suraa (Original Motion Picture Soundtrack),Unknown,118.972,0.882,0.749,0.766,0.0644,0.0826,0.0965,0.00506,316613.0
2ylshHMbSFJ2CavXuc8rtN,En Peeru Meenakumari,"Devi Sri Prasad, Malathi",2009,63,Kanthaswamy (Original Motion Picture Soundtrack),Unknown,134.933,0.894,0.899,0.61,0.00546,0.111,0.18,0.313,260040.0
3rMsX63C0IZVnOT5LGYoTH,Russian Roulette,Rihanna,2009,63,Rated R,English,80.051,0.48,0.486,0.265,0.046,0.107,0.0447,0.0,227533.0
2m0M7YqCy4lXfedh18qd8N,Into the Groove,Madonna,2009,63,Celebration (double disc version),English,116.472,0.731,0.856,0.805,0.0664,0.0691,0.0351,0.00857,285093.0
2YoPh281gD3xPnTkojVSr3,Adiyae Kolluthey,"Harris Jayaraj, Krishh, Benny Dayal, Shruti Haasan",2008,63,Vaaranam Aayiram (Original Motion Picture Soundtrack),Tamil,118.983,0.719,0.645,0.711,0.171,0.0934,0.0343,1.12e-05,315547.0
0ew71PqPi7ehntkabL9W4c,Yethi Yethi,"Harris Jayaraj, Benny Dayal, Naresh Iyer, Solar Sai",2008,63,Vaaranam Aayiram (Original Motion Picture Soundtrack),Tamil,104.501,0.941,0.771,0.59,0.0656,0.131,0.0919,0.0,293867.0
53DXM0bHfB7xkqJZYlksuh,Kaise Mujhe,"Benny Dayal, Shreya Ghoshal",2008,63,Ghajini,Unknown,82.002,0.59,0.414,0.292,0.781,0.146,0.0346,0.000522,343742.0
1L4d2lafz1odpIMe8va21X,Haru Haru,BIGBANG,2008,63,Stand Up,Korean,126.001,0.687,0.914,0.675,0.166,0.0858,0.0437,0.0,256360.0
3lKI2qR6rgR13kQ6bidXK5,Macha Kanni,"Vijay Antony, Jayarajagopalam, Sathya Lakshmi",2007,63,Naan Avanillai (Original Motion Picture Soundtrack),Tamil,148.023,0.778,0.816,0.83,0.364,0.14,0.207,8.53e-06,290053.0
72HdutlIHBZJ7WT1xVAAZT,Kajra Re,"Shankar-Ehsaan-Loy, Alisha Chinai, Shankar Mahadevan, Javed Ali, Gulzar",2005,63,Bunty Aur Babli,Hindi,91.975,0.484,0.898,0.68,0.365,0.091,0.164,0.0,482586.0
0wnLMEOQlyW3Es1ag0HMVV,Radha Kaise Na Jale,"A.R. Rahman, Asha Bhosle, Udit Narayan, Vaishali Samant",2001,63,Lagaan (Original Motion Picture Soundtrack),Unknown,148.435,0.729,0.505,0.723,0.229,0.0975,0.323,0.0,334707.0
0t78xGJe3jXsih4qRMId7I,Best In Me,Blue,2001,63,All Rise,English,99.023,0.76,0.563,0.359,0.106,0.0908,0.028,0.0,193240.0
6nV2SYnWxCg0Cnmz1GSh2H,If You Come Back,Blue,2001,63,All Rise,English,78.375,0.582,0.707,0.701,0.0822,0.0467,0.0319,0.0,207560.0
1mxTCArq9EhSg4QPGqhjhT,The Call,Backstreet Boys,2000,63,Black & Blue,English,104.196,0.696,0.874,0.747,0.117,0.331,0.0772,0.0,204800.0
1j5NOlhczuiPnZdT6aovgY,Moscas en la Casa,Shakira,1998,63,Donde Estan Los Ladrones,English,104.931,0.802,0.313,0.487,0.714,0.111,0.0288,1.16e-05,211907.0
2u2udGmop1z67EPpr91km7,Man in the Mirror,Michael Jackson,1995,63,"HIStory - PAST, PRESENT AND FUTURE - BOOK I",English,100.338,0.794,0.798,0.265,0.429,0.118,0.0366,1.16e-05,319307.0
6A8OnjnpShshNpcqWtZRjr,Papa Don't Preach,Madonna,1986,63,True Blue,English,121.879,0.833,0.934,0.964,0.343,0.0521,0.0313,7.55e-06,268533.0
1hu2s7qkm5bo03eODpRQO3,Wanna Be Startin' Somethin',Michael Jackson,1982,63,Thriller,English,122.111,0.842,0.872,0.906,0.0259,0.0573,0.0455,0.419,363400.0
6wdviVWctiZnY6tVn6bh6A,Black or White - Single Version,Michael Jackson,1979,63,Number Ones,English,115.075,0.759,0.927,0.96,0.11,0.374,0.051,0.029,198507.0
7IWcVmNCt0V1KHoYQP9ZoR,Kurchi Madathapetti,"Thaman S, Sri Krishna, Sahithi Chaganti, Mahesh Babu, Saraswati Putra Ramajogayya Sastry",2024,62,Guntur Kaaram,Unknown,165.043,0.748,0.958,0.864,0.625,0.0685,0.129,0.248,216558.0
1wfNuhQNBGkisaCknJPbfr,Sweet Venom (Seeb Remix),"ENHYPEN, Seeb",2024,62,Sweet Venom (Seeb Remix),Korean,120.019,0.737,0.818,0.527,0.0256,0.0758,0.0404,0.0,171829.0
2G4GimpAMeWaZ6VkcQ1RT9,ON TOP 2,"Karan Aujla, Yeah Proof",2024,62,On Top 2,Hindi,139.952,0.848,0.797,0.615,0.0189,0.156,0.173,0.0,181714.0
3KV9n8QMepWCXI3TkWKeZy,Copa Vacía,"Shakira, Manuel Turizo",2024,62,Las Mujeres Ya No Lloran,English,179.927,0.717,0.616,0.527,0.0221,0.0774,0.0681,0.000512,174526.0
3FEIMzqeq5EXqaMi3mHP6L,Última,Shakira,2024,62,Las Mujeres Ya No Lloran,English,152.033,0.624,0.354,0.389,0.951,0.0878,0.0394,0.0,178667.0
0hs52k0bAXIBQ2SzGx5mzI,"Hey Minnale (From ""Amaran"")","Haricharan, Shweta Mohan, G. V. Prakash, Karthik Netha",2024,62,"Hey Minnale (From ""Amaran"")",Tamil,106.024,0.683,0.609,0.423,0.263,0.375,0.0383,0.0,229811.0
5inzjqKe05zP1eInEO8O1i,Not Ramaiya Vastavaiya,"Anirudh Ravichander, Vishal Dadlani, Shilpa Rao, Kumaar",2023,62,Jawan,Tamil,132.864,0.498,0.907,0.215,0.0387,0.303,0.0972,0.0,202556.0
4nrIa48GgXzNks6NvqVIOX,Jujubee,"Anirudh Ravichander, Dhee, Ananthakrrishnan, Super Subu",2023,62,Jailer (Original Motion Picture Soundtrack),Tamil,198.032,0.653,0.831,0.541,0.249,0.0755,0.199,0.187,167273.0
538V6gFAnhcLZrg6I8lIMI,"Hungry Cheetah (From ""They Call Him OG"")",Thaman S,2023,62,"Hungry Cheetah (From ""They Call Him OG"")",Unknown,94.975,0.736,0.99,0.301,0.436,0.303,0.136,0.0301,119053.0
1IevAM0Sl5iUIxGWDOXIar,"Osarattum Pathu Thala (From ""Pathu Thala"")","A.R. Rahman, Deepthi Suresh, Sreekanth Hariharan, Sathyaprakash",2023,62,"Osarattum Pathu Thala (From ""Pathu Thala"")",Unknown,119.877,0.552,0.912,0.539,0.171,0.265,0.292,0.00729,290816.0
4nriYsKSq1VmiamjZOB4Tp,"Jaadui (From ""Tu Jhoothi Main Makkaar"")","Pritam, Jubin Nautiyal, Amitabh Bhattacharya",2023,62,"Jaadui (From ""Tu Jhoothi Main Makkaar"")",Hindi,102.973,0.589,0.419,0.437,0.866,0.136,0.0265,8.79e-06,222376.0
6K66rGR4cE0XEA6Sin3BP7,Ruthless,Shubh,2023,62,Still Rollin,Unknown,143.078,0.777,0.375,0.329,0.0212,0.137,0.285,4.96e-05,204792.0
7r8aFgJzUbqpApUNmzV5yY,Growing Pain,TOMORROW X TOGETHER,2023,62,The Name Chapter: FREEFALL,Korean,172.054,0.479,0.86,0.454,0.00158,0.335,0.0602,0.0,200544.0
7o3sxXABQ4VacMPDa6hUFO,Blue Spring,TOMORROW X TOGETHER,2023,62,The Name Chapter: FREEFALL,Korean,169.917,0.505,0.747,0.222,0.00471,0.463,0.0312,0.0,185949.0
0bPy1iMfSOO2pevpXLhnoG,Skipping Stones,TOMORROW X TOGETHER,2023,62,The Name Chapter: FREEFALL,Korean,93.991,0.575,0.794,0.203,0.00435,0.0219,0.0376,0.0,200847.0
0dykfdABsJdew8CBVnnkCB,"MATZ (HONGJOONG, SEONGHWA)",ATEEZ,2023,62,THE WORLD EP.FIN : WILL,Korean,140.193,0.588,0.592,0.193,0.0241,0.123,0.0736,0.0,206565.0
5wZu9Hw69jORB2OxeX3qC6,ARRIBA,ATEEZ,2023,62,THE WORLD EP.FIN : WILL,Korean,179.952,0.607,0.711,0.512,0.0319,0.471,0.222,0.0,217486.0
1RGaIn89VUtXvJCXz1tDNb,Karma,ENHYPEN,2023,62,DARK BLOOD,Korean,114.063,0.615,0.884,0.455,0.0955,0.0838,0.0765,0.0,192620.0
7dDY45rR3idfeCypFDrk0G,One and Only,ENHYPEN,2023,62,One and Only,Korean,137.919,0.707,0.791,0.936,0.404,0.0916,0.048,0.0,166387.0
6h5cT4n75VWK95VDW07EFw,P.O.V (Point of View),"Karan Aujla, Yeah Proof",2023,62,P.O.V (Point of View),Hindi,91.915,0.72,0.59,0.527,0.0447,0.116,0.335,0.0,185870.0
1bpzDsnW35B4QSRWXmatcc,Fallin Apart,"Karan Aujla, Ikky",2023,62,Four You,Hindi,91.233,0.378,0.572,0.585,0.257,0.617,0.263,0.0,198000.0
5yX1n7GniBnjMlrS5GairC,Ayyayyo,"Parimal Shais, MC Couper, ThirumaLi, Hanumankind",2023,62,Ayyayyo,English,157.964,0.734,0.718,0.537,0.0422,0.0495,0.154,3.31e-05,220253.0
5dW0cgZ9uV1W3PXtuTS5uP,Sorry (with Madonna),"BLOND:ISH, Madonna, Eran Hersh, Darmon",2023,62,Sorry (with Madonna),English,123.991,0.676,0.871,0.482,0.00227,0.125,0.0326,0.804,161628.0
4ejCsNXh66YasBUiwfBhDg,Mercy (feat. Jacob Lusk),"The Blessed Madonna, Jacob Lusk, Gabriels",2023,62,Mercy (feat. Jacob Lusk),English,126.994,0.815,0.645,0.652,0.00589,0.709,0.0938,2.96e-05,178243.0
5GJaRoYtOiXUpPVT0jyNNq,Better Place (Reunion),"*NSYNC, Eric Andre, Daveed Diggs, Troye Sivan, Kid Cudi",2023,62,TROLLS Band Together (Original Motion Picture Soundtrack),English,116.954,0.744,0.505,0.597,0.283,0.0875,0.0416,0.0,135427.0
5kwldaZvtbiTmRYsmlyxAN,Paisa Hai Toh,"Sachin-Jigar, Vishal Dadlani, Mellow D, Jigar Saraiya",2023,62,Farzi (Original Series Soundtrack),Hindi,150.042,0.672,0.759,0.794,0.205,0.291,0.0352,0.0,188587.0
1UUgngRGzFWfgpyN0WAN1r,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")","Anirudh Ravichander, Ravi G, Shashaa Tirupati",2022,62,"Naan Pizhai (From ""Kaathuvaakula Rendu Kaadhal"")",Tamil,149.951,0.401,0.488,0.455,0.6,0.124,0.0288,0.0,243570.0
12LE4Omy9ze8xTOMofMVB3,"Porkanda Singam (EDM Version) [From ""Vikram""]",Anirudh Ravichander,2022,62,"Porkanda Singam (EDM Version) [From ""Vikram""]",Tamil,158.932,0.685,0.755,0.422,0.102,0.159,0.0476,0.194,149434.0
2oWpe2L8ypC080BxpDVuTY,Anti-Hero - Kungs Remix,"Taylor Swift, Kungs",2022,62,Anti-Hero (Remixes),English,115.997,0.721,0.919,0.675,0.0266,0.348,0.0878,0.001,194612.0
1hIuSG6xV4RDgD8bDVKP7N,Dynamite,BTS,2022,62,Proof,Korean,114.044,0.746,0.765,0.737,0.0112,0.0933,0.0993,0.0,199293.0
6a4GH1gljLL7VvmO9u5O92,Don't Break My Heart,The Weeknd,2022,62,Dawn FM,English,121.959,0.767,0.618,0.243,0.31,0.179,0.032,0.0,205469.0
66wQlkJP6zHNOzRkyo5yZS,One In A Billion,ENHYPEN,2022,62,One In A Billion,Korean,119.957,0.719,0.952,0.446,0.197,0.14,0.0674,0.0,196393.0
1WKLxJpDqkQ9x1qEDNutoX,2 Baddies,NCT 127,2022,62,2 Baddies - The 4th Album,Korean,171.96,0.596,0.921,0.529,0.153,0.0922,0.258,0.0,230293.0
1XoY4WZrvPIphBaikXGjF8,The Happiest Girl,BLACKPINK,2022,62,BORN PINK,Korean,91.058,0.641,0.374,0.574,0.638,0.118,0.0328,0.0,222026.0
2L7hSYdvF0CtaM6JisfKEG,FREEZE,Stray Kids,2022,62,ODDINARY,Korean,159.874,0.643,0.868,0.657,0.00674,0.0691,0.146,0.0,178387.0
35sE2Ehvd1GzBzAIC0zFIu,HEYDAY (Prod. Czaer),Stray Kids,2022,62,Street Man Fighter Original Vol.4 (Crew Songs),Korean,137.97,0.892,0.808,0.701,0.0335,0.0363,0.156,0.0,144773.0
5uFqjHOo3Sh0bVPCKf3DdH,Illusion,aespa,2022,62,Illusion,Korean,90.027,0.75,0.718,0.592,0.0814,0.322,0.0468,1.75e-05,195053.0
1ex8euBuzVyqjThnYfwY2k,HELLO,TREASURE,2022,62,THE SECOND STEP : CHAPTER TWO,Unknown,135.015,0.653,0.575,0.528,0.0315,0.0764,0.0571,0.0,181433.0
6cI3I2flP8qvnLLgvrXWg0,Thumkeshwari,"Sachin-Jigar, Rashmeet Kaur, Ash King, Divya Kumar, Amitabh Bhattacharya",2022,62,Bhediya (Original Motion Picture Soundtrack),Hindi,98.977,0.757,0.682,0.562,0.055,0.0815,0.0553,0.0,163179.0
7n5Jcqw85WSfJHrMXsk5N2,Mangalyam,"Thaman S, Silambarasan TR, Roshini JKV",2021,62,Eeswaran (Original Motion Picture Soundtrack),Unknown,111.028,0.837,0.948,0.825,0.447,0.19,0.199,2.51e-05,260698.0
28fPIWqAfqoEEGSb0rA4LZ,Oo Solriya Oo Oo Solriya,Andrea Jeremiah,2021,62,Pushpa - The Rise,Unknown,128.038,0.904,0.706,0.486,0.447,0.197,0.0846,0.0851,223272.0
72s1xrc7E27aATdCMbFMC6,"Shayad (Film Version) - From ""Love Aaj Kal""","Pritam, Jubin Nautiyal, Madhubanti Bagchi",2021,62,"Shayad (Film Version) [From ""Love Aaj Kal""]",Hindi,135.21,0.345,0.508,0.287,0.912,0.101,0.0358,0.00138,245733.0
0ThEdqK8ZBi4nKNs1fOpJD,Tu Jaane Naa (Lofi Mix),"Pritam, Atif Aslam",2021,62,Tu Jaane Naa (Lofi Mix),Hindi,115.032,0.518,0.719,0.286,0.574,0.22,0.0414,6.97e-05,338875.0
5pcmtf1lwrMqmAWWm248fY,DESIRES,"AP Dhillon, Gurinder Gill",2021,62,HIDDEN GEMS,Unknown,100.013,0.863,0.387,0.39,0.365,0.06,0.256,0.00238,168000.0
09u787BYeYIGd2mFIJ505t,Cry Your Heart Out,Adele,2021,62,30,English,125.064,0.756,0.713,0.59,0.523,0.248,0.102,3.35e-06,255278.0
51A8eKvvZz9uydvIZ7xRSV,Superstar (Taylor's Version),Taylor Swift,2021,62,Fearless (Taylor's Version),English,171.862,0.454,0.555,0.171,0.157,0.343,0.0283,0.0,263865.0
7nWui6jiMM2m9qFmET1Mtj,Ronan (Taylor's Version),Taylor Swift,2021,62,Red (Taylor's Version),English,116.04,0.623,0.279,0.38,0.661,0.193,0.031,0.0,264253.0
4Wh5WGtov1VJ6EJ8OQgNeS,Magic,TOMORROW X TOGETHER,2021,62,The Chaos Chapter: FREEZE,Korean,108.236,0.654,0.88,0.51,0.00303,0.32,0.413,0.0,159750.0
68kHuoBxtNcWZWxBu1V007,Crush,SEVENTEEN,2021,62,SEVENTEEN 9th Mini Album 'Attacca',Unknown,109.968,0.847,0.791,0.879,0.13,0.205,0.039,0.0,169560.0
0rNLaGUleZ91DXMxmZNq5v,Fireworks (I'm The One),ATEEZ,2021,62,ZERO : FEVER Part.2,Korean,130.036,0.724,0.904,0.728,0.0419,0.163,0.0872,4.79e-06,209575.0
6oSCR9n71tmwWL3GFb65Ec,Upper Side Dreamin',ENHYPEN,2021,62,DIMENSION : DILEMMA,Korean,106.02,0.608,0.886,0.783,0.0281,0.446,0.0773,0.0,189402.0
6YBcbXDYIITuyCEN2YwGRy,Doughnut,TWICE,2021,62,Doughnut,Korean,82.039,0.693,0.586,0.459,0.233,0.145,0.0315,0.0,263680.0
6rVCUwfnuYTAsX4P9fIdIu,Dreams Come True,aespa,2021,62,Dreams Come True - SM STATION,Korean,98.977,0.686,0.901,0.571,0.0699,0.306,0.0614,0.0,204933.0
6F2r4HgpJnvKDmkN6JEN6J,As I Am (feat. Khalid),"Justin Bieber, Khalid",2021,62,Justice,English,99.928,0.595,0.543,0.109,0.127,0.0975,0.038,0.0,174406.0
2tB9OFgAHjAds3cqquLlvp,Loved By You (feat. Burna Boy),"Justin Bieber, Burna Boy",2021,62,Justice,English,101.04,0.79,0.724,0.642,0.0696,0.113,0.0852,2.33e-06,159250.0
2PEo8JQ48mfEv8a2HLqDvt,"Nadiyon Paar (Let the Music Play Again) (From ""Roohi"")","Sachin-Jigar, Rashmeet Kaur, Shamur, IP Singh",2021,62,"Nadiyon Paar (Let the Music Play Again) [From ""Roohi""]",Hindi,114.981,0.875,0.846,0.697,0.137,0.123,0.0716,1.15e-05,164046.0
2BcPFQ7nrtUObgAs72xaac,Vaathi Coming,"Anirudh Ravichander, Gana Balachandar",2020,62,Master (Original Motion Picture Soundtrack),Tamil,164.784,0.643,0.952,0.585,0.276,0.0588,0.246,0.49,228258.0
0fGclndst25Qqy8j4u5De5,"Chellamma (From ""Doctor"")","Anirudh Ravichander, Jonita Gandhi",2020,62,"Chellamma (From ""Doctor"")",Tamil,99.702,0.498,0.679,0.743,0.256,0.0589,0.214,0.000325,236500.0
5DVnSQ90r2M3gm6XbgTCLp,Takeover,"AP Dhillon, Gurinder Gill, Money Musik, AR Paisley",2020,62,Not by Chance,Unknown,140.032,0.788,0.752,0.236,0.0711,0.61,0.0843,0.0,209143.0
2LVw2bIK99go1NdD77dUCW,Outro : Ego,BTS,2020,62,MAP OF THE SOUL : 7,Korean,116.988,0.808,0.903,0.473,0.0121,0.0993,0.0957,0.000248,196199.0
7om4LRoSct9hiMPo0fPn7m,Interlude : Shadow,BTS,2020,62,MAP OF THE SOUL : 7,Korean,149.854,0.384,0.798,0.146,0.115,0.181,0.434,0.0,259821.0
0TdWVbcerMAcvljXrl9gpG,Stay,BTS,2020,62,BE,Korean,125.904,0.582,0.693,0.341,0.114,0.13,0.0465,0.0,204800.0
72IwoG8tqvIWV10IHjpNNA,Dynamite,BTS,2020,62,Dynamite (DayTime Version),Korean,114.044,0.746,0.765,0.737,0.0112,0.0936,0.0993,0.0,199054.0
6qYkmqFsXbj8CQjAdbYz07,Blinding Lights,The Weeknd,2020,62,Blinding Lights,English,170.987,0.515,0.726,0.35,0.00152,0.087,0.0547,0.00015,200046.0
5JXpZcc3CeQaC6vAF1iaV5,Fairy of Shampoo,TOMORROW X TOGETHER,2020,62,The Dream Chapter: ETERNITY,Korean,105.145,0.544,0.796,0.473,0.313,0.42,0.0604,0.00673,267099.0
3TgPwLFXV6GEIsDZANHktY,Flicker,ENHYPEN,2020,62,BORDER : DAY ONE,Korean,85.149,0.656,0.761,0.549,0.00647,0.169,0.092,3.35e-06,144371.0
39kzWAiVPpycdMpr745oPj,You Never Know,BLACKPINK,2020,62,THE ALBUM,Korean,144.144,0.477,0.435,0.322,0.237,0.12,0.0523,0.0,231202.0
5HcBFhFQEtqKrsRkr95XYu,"Sooraj Dooba Hain (From ""Roy"")","Arijit Singh, Aditi Singh Sharma",2019,62,Groove With Arijit Singh,Hindi,128.051,0.616,0.75,0.434,0.172,0.137,0.0594,0.0,264854.0
3h6Xvd0lISog6GxTk4X6MK,"Uska Hi Banana (From ""1920 Evil Returns"")",Arijit Singh,2019,62,Arijit Singh Broken Strings,Hindi,101.94,0.563,0.689,0.321,0.294,0.288,0.0262,0.0,327030.0
1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),"Ed Sheeran, Travis Scott",2019,62,No.6 Collaborations Project,English,151.957,0.716,0.823,0.91,0.132,0.361,0.0495,0.0,161747.0
7cgWWkpUaS94xoWI8lMGiI,Jamais Vu,BTS,2019,62,MAP OF THE SOUL : PERSONA,Korean,81.0,0.608,0.47,0.241,0.226,0.0963,0.0428,0.0,227275.0
4ZISkGo0j60iyLbme2rAkC,Heartbeat (BTS World Original Soundtrack),BTS,2019,62,BTS WORLD (Original Soundtrack),Korean,84.736,0.352,0.716,0.296,0.39,0.208,0.045,0.0,253304.0
3RsEvBUaNT9MXqUvQVuK1G,Cat & Dog,TOMORROW X TOGETHER,2019,62,The Dream Chapter: STAR,Korean,160.005,0.843,0.794,0.319,0.0637,0.104,0.146,0.00023,187573.0
0uIw1c0E2nyFWWwEVzhl30,HIT,SEVENTEEN,2019,62,An Ode,Unknown,130.056,0.619,0.908,0.671,0.0865,0.131,0.2,0.0,203507.0
7jPev7m1RQ6gUMYIfGobAl,Hug,SEVENTEEN,2019,62,SEVENTEEN 6th Mini Album 'YOU MADE MY DAWN',Unknown,134.919,0.473,0.242,0.368,0.905,0.109,0.0436,0.0,159110.0
2UP7KnRSvc4taXbjOoSX0f,Say My Name,ATEEZ,2019,62,TREASURE EP.2 : Zero To One,Korean,152.968,0.634,0.9,0.623,0.212,0.317,0.0583,0.0,222024.0
4rsoLz7ZY1Ldz8dpm4Lqtg,Kick It,BLACKPINK,2019,62,KILL THIS LOVE,Korean,124.949,0.765,0.787,0.381,0.0156,0.0736,0.0445,0.0,191226.0
2vdkN2NSQ5mxqNGg7sJUxs,ICY,ITZY,2019,62,IT'z ICY,Korean,124.979,0.8,0.904,0.806,0.0328,0.182,0.0845,3.17e-05,191142.0
5rNZsITjXf23iFkRA924FV,Intro: Singularity,BTS,2018,62,Love Yourself 轉 'Tear',Korean,103.991,0.775,0.272,0.198,0.56,0.112,0.091,0.00278,196998.0
4YDHRtzm0OGuieCTVQjVuk,Trivia 起 : Just Dance,BTS,2018,62,Love Yourself 結 'Answer',Korean,125.023,0.723,0.906,0.393,0.0929,0.0771,0.281,0.0,225221.0
1OqDvYVDhJyFZny7XlfIyZ,Let Go,BTS,2018,62,FACE YOURSELF,Korean,173.908,0.558,0.863,0.388,0.17,0.289,0.178,0.0,299707.0
1rLkzFZdokhx6Wcs80uvnw,Dimple,BTS,2018,62,Love Yourself 結 'Answer',Korean,134.872,0.612,0.844,0.652,0.14,0.289,0.0757,0.0,196776.0
